inhale	11.893813790986314
hold_breath	14.90123263199348
rest	34.925556760979816
inhale	64.94145212398143
hold_breath	67.94993013399653
rest	87.96391464496264
inhale	117.97707679099403
hold_breath	120.98433060495881
rest	140.99685371498344
inhale	171.01060782797867
hold_breath	174.01959003298543
rest	194.03228295000736
inhale	224.0482758199796
hold_breath	227.05904743698193
rest	247.07359439501306
inhale	277.090622283984
hold_breath	280.10119751200546
rest	300.11584590398706
end	330.1177372179809
