          	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	           1	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	         end	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        left	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	        rest	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	       right	
        time	 HRF HbO,1,1	 HRF HbR,1,1	 HRF HbT,1,1	 HRF HbO,1,2	 HRF HbR,1,2	 HRF HbT,1,2	 HRF HbO,1,3	 HRF HbR,1,3	 HRF HbT,1,3	 HRF HbO,1,4	 HRF HbR,1,4	 HRF HbT,1,4	 HRF HbO,2,1	 HRF HbR,2,1	 HRF HbT,2,1	 HRF HbO,2,2	 HRF HbR,2,2	 HRF HbT,2,2	 HRF HbO,2,3	 HRF HbR,2,3	 HRF HbT,2,3	 HRF HbO,2,4	 HRF HbR,2,4	 HRF HbT,2,4	 HRF HbO,3,5	 HRF HbR,3,5	 HRF HbT,3,5	 HRF HbO,3,6	 HRF HbR,3,6	 HRF HbT,3,6	 HRF HbO,3,7	 HRF HbR,3,7	 HRF HbT,3,7	 HRF HbO,3,8	 HRF HbR,3,8	 HRF HbT,3,8	 HRF HbO,4,5	 HRF HbR,4,5	 HRF HbT,4,5	 HRF HbO,4,6	 HRF HbR,4,6	 HRF HbT,4,6	 HRF HbO,4,7	 HRF HbR,4,7	 HRF HbT,4,7	 HRF HbO,4,8	 HRF HbR,4,8	 HRF HbT,4,8	 HRF HbO,1,1	 HRF HbR,1,1	 HRF HbT,1,1	 HRF HbO,1,2	 HRF HbR,1,2	 HRF HbT,1,2	 HRF HbO,1,3	 HRF HbR,1,3	 HRF HbT,1,3	 HRF HbO,1,4	 HRF HbR,1,4	 HRF HbT,1,4	 HRF HbO,2,1	 HRF HbR,2,1	 HRF HbT,2,1	 HRF HbO,2,2	 HRF HbR,2,2	 HRF HbT,2,2	 HRF HbO,2,3	 HRF HbR,2,3	 HRF HbT,2,3	 HRF HbO,2,4	 HRF HbR,2,4	 HRF HbT,2,4	 HRF HbO,3,5	 HRF HbR,3,5	 HRF HbT,3,5	 HRF HbO,3,6	 HRF HbR,3,6	 HRF HbT,3,6	 HRF HbO,3,7	 HRF HbR,3,7	 HRF HbT,3,7	 HRF HbO,3,8	 HRF HbR,3,8	 HRF HbT,3,8	 HRF HbO,4,5	 HRF HbR,4,5	 HRF HbT,4,5	 HRF HbO,4,6	 HRF HbR,4,6	 HRF HbT,4,6	 HRF HbO,4,7	 HRF HbR,4,7	 HRF HbT,4,7	 HRF HbO,4,8	 HRF HbR,4,8	 HRF HbT,4,8	 HRF HbO,1,1	 HRF HbR,1,1	 HRF HbT,1,1	 HRF HbO,1,2	 HRF HbR,1,2	 HRF HbT,1,2	 HRF HbO,1,3	 HRF HbR,1,3	 HRF HbT,1,3	 HRF HbO,1,4	 HRF HbR,1,4	 HRF HbT,1,4	 HRF HbO,2,1	 HRF HbR,2,1	 HRF HbT,2,1	 HRF HbO,2,2	 HRF HbR,2,2	 HRF HbT,2,2	 HRF HbO,2,3	 HRF HbR,2,3	 HRF HbT,2,3	 HRF HbO,2,4	 HRF HbR,2,4	 HRF HbT,2,4	 HRF HbO,3,5	 HRF HbR,3,5	 HRF HbT,3,5	 HRF HbO,3,6	 HRF HbR,3,6	 HRF HbT,3,6	 HRF HbO,3,7	 HRF HbR,3,7	 HRF HbT,3,7	 HRF HbO,3,8	 HRF HbR,3,8	 HRF HbT,3,8	 HRF HbO,4,5	 HRF HbR,4,5	 HRF HbT,4,5	 HRF HbO,4,6	 HRF HbR,4,6	 HRF HbT,4,6	 HRF HbO,4,7	 HRF HbR,4,7	 HRF HbT,4,7	 HRF HbO,4,8	 HRF HbR,4,8	 HRF HbT,4,8	 HRF HbO,1,1	 HRF HbR,1,1	 HRF HbT,1,1	 HRF HbO,1,2	 HRF HbR,1,2	 HRF HbT,1,2	 HRF HbO,1,3	 HRF HbR,1,3	 HRF HbT,1,3	 HRF HbO,1,4	 HRF HbR,1,4	 HRF HbT,1,4	 HRF HbO,2,1	 HRF HbR,2,1	 HRF HbT,2,1	 HRF HbO,2,2	 HRF HbR,2,2	 HRF HbT,2,2	 HRF HbO,2,3	 HRF HbR,2,3	 HRF HbT,2,3	 HRF HbO,2,4	 HRF HbR,2,4	 HRF HbT,2,4	 HRF HbO,3,5	 HRF HbR,3,5	 HRF HbT,3,5	 HRF HbO,3,6	 HRF HbR,3,6	 HRF HbT,3,6	 HRF HbO,3,7	 HRF HbR,3,7	 HRF HbT,3,7	 HRF HbO,3,8	 HRF HbR,3,8	 HRF HbT,3,8	 HRF HbO,4,5	 HRF HbR,4,5	 HRF HbT,4,5	 HRF HbO,4,6	 HRF HbR,4,6	 HRF HbT,4,6	 HRF HbO,4,7	 HRF HbR,4,7	 HRF HbT,4,7	 HRF HbO,4,8	 HRF HbR,4,8	 HRF HbT,4,8	 HRF HbO,1,1	 HRF HbR,1,1	 HRF HbT,1,1	 HRF HbO,1,2	 HRF HbR,1,2	 HRF HbT,1,2	 HRF HbO,1,3	 HRF HbR,1,3	 HRF HbT,1,3	 HRF HbO,1,4	 HRF HbR,1,4	 HRF HbT,1,4	 HRF HbO,2,1	 HRF HbR,2,1	 HRF HbT,2,1	 HRF HbO,2,2	 HRF HbR,2,2	 HRF HbT,2,2	 HRF HbO,2,3	 HRF HbR,2,3	 HRF HbT,2,3	 HRF HbO,2,4	 HRF HbR,2,4	 HRF HbT,2,4	 HRF HbO,3,5	 HRF HbR,3,5	 HRF HbT,3,5	 HRF HbO,3,6	 HRF HbR,3,6	 HRF HbT,3,6	 HRF HbO,3,7	 HRF HbR,3,7	 HRF HbT,3,7	 HRF HbO,3,8	 HRF HbR,3,8	 HRF HbT,3,8	 HRF HbO,4,5	 HRF HbR,4,5	 HRF HbT,4,5	 HRF HbO,4,6	 HRF HbR,4,6	 HRF HbT,4,6	 HRF HbO,4,7	 HRF HbR,4,7	 HRF HbT,4,7	 HRF HbO,4,8	 HRF HbR,4,8	 HRF HbT,4,8	
      -2.000	-4.03454e-05	-1.23199e-05	-5.26653e-05	-8.37991e-06	 2.12346e-04	 2.03966e-04	 9.98329e-05	 2.50697e-04	 3.50530e-04	 1.16206e-04	 3.17835e-04	 4.34041e-04	 2.08550e-04	-4.50120e-05	 1.63538e-04	 7.70904e-05	 1.16948e-04	 1.94039e-04	-1.65741e-05	 4.25112e-04	 4.08538e-04	-1.09499e-04	 3.89084e-04	 2.79584e-04	 2.66352e-05	-3.99476e-05	-1.33124e-05	 9.10087e-05	 9.70571e-05	 1.88066e-04	-1.40921e-05	 1.63110e-04	 1.49018e-04	-3.67149e-05	 1.54657e-04	 1.17942e-04	 2.20821e-04	-1.72915e-05	 2.03530e-04	 2.02940e-04	 1.00108e-04	 3.03048e-04	 3.15646e-06	 1.98339e-04	 2.01496e-04	-1.16449e-04	 2.29500e-04	 1.13051e-04	-1.22300e-05	 7.57963e-06	-4.65034e-06	 1.99795e-05	-2.06699e-05	-6.90412e-07	 4.85856e-06	-1.30637e-05	-8.20516e-06	-1.30341e-05	-3.24766e-05	-4.55107e-05	-5.35154e-05	-1.09832e-05	-6.44985e-05	-9.98110e-06	-3.25902e-06	-1.32401e-05	 6.19140e-06	-1.94521e-05	-1.32607e-05	 4.50125e-06	-7.77666e-06	-3.27541e-06	 1.08663e-05	-1.60182e-05	-5.15195e-06	 2.16418e-05	-3.09680e-05	-9.32614e-06	 7.68013e-06	-1.20615e-05	-4.38133e-06	-1.70871e-05	 1.27357e-05	-4.35141e-06	 6.60714e-06	-8.48071e-06	-1.87357e-06	-1.67921e-05	-1.31990e-05	-2.99911e-05	-6.20691e-06	 4.02905e-07	-5.80400e-06	 1.46186e-07	-4.06011e-07	-2.59825e-07	-5.30838e-05	-6.02600e-05	-1.13344e-04	 5.93716e-06	-1.27415e-05	-6.80439e-06	 2.55436e-06	-5.61975e-08	 2.49817e-06	 7.63975e-05	-1.89563e-05	 5.74412e-05	-5.90385e-05	-7.94456e-05	-1.38484e-04	 4.48994e-06	-4.01484e-06	 4.75103e-07	 2.84715e-07	 6.25964e-06	 6.54435e-06	-1.90755e-06	 2.68607e-05	 2.49531e-05	 8.07622e-06	-2.26139e-05	-1.45377e-05	 1.47478e-06	-1.26694e-05	-1.11947e-05	-1.39927e-05	 4.11728e-06	-9.87539e-06	-8.49018e-06	 1.58916e-05	 7.40146e-06	 1.43605e-07	-1.90111e-05	-1.88675e-05	-4.68463e-06	-9.83601e-06	-1.45206e-05	-3.84002e-06	 1.03102e-05	 6.47014e-06	-1.46279e-05	 2.40770e-05	 9.44918e-06	 1.88385e-05	 6.28112e-05	 8.16497e-05	 3.74411e-06	-5.77162e-07	 3.16695e-06	-2.96861e-05	 5.15368e-06	-2.45324e-05	-4.83221e-05	-1.23378e-05	-6.06599e-05	 1.46169e-05	 5.84471e-05	 7.30640e-05	 1.47336e-06	-2.64496e-06	-1.17159e-06	-2.43493e-06	-1.61074e-05	-1.85424e-05	 6.52292e-06	-3.15369e-05	-2.50140e-05	-5.95498e-06	 8.11143e-06	 2.15645e-06	 5.00964e-07	-3.51697e-06	-3.01601e-06	-3.80148e-06	-3.93188e-06	-7.73335e-06	-5.18129e-06	-7.01011e-06	-1.21914e-05	 1.65638e-06	-1.78083e-06	-1.24455e-07	-3.34196e-06	-1.38385e-06	-4.72581e-06	-2.83529e-06	-7.28519e-06	-1.01205e-05	 5.35148e-06	-1.41823e-05	-8.83079e-06	-1.31759e-05	-9.63152e-06	-2.28074e-05	-2.40814e-06	 1.20405e-06	-1.20409e-06	-2.47629e-06	-4.27739e-06	-6.75368e-06	-1.54159e-05	-1.75585e-06	-1.71717e-05	-1.35971e-05	-1.66924e-05	-3.02895e-05	-2.09896e-06	-3.11264e-06	-5.21160e-06	-3.27769e-07	-3.14495e-06	-3.47271e-06	 6.87849e-06	-1.41989e-05	-7.32045e-06	 1.76448e-05	-9.11140e-06	 8.53344e-06	 3.26907e-06	-2.03700e-06	 1.23206e-06	 7.44483e-07	-9.76486e-07	-2.32003e-07	-1.22949e-06	 1.25859e-06	 2.91019e-08	-6.97735e-06	-1.07748e-06	-8.05483e-06	-1.93378e-05	 3.00808e-06	-1.63297e-05	-1.57457e-07	-1.80486e-06	-1.96231e-06	-2.48083e-06	 2.60003e-06	 1.19194e-07	
      -1.900	-4.22530e-05	-2.85695e-05	-7.08225e-05	 2.04960e-06	 1.66949e-04	 1.68999e-04	 1.03232e-04	 2.28761e-04	 3.31992e-04	 1.01838e-04	 3.14131e-04	 4.15968e-04	 1.68091e-04	-5.25528e-05	 1.15538e-04	 8.51546e-05	 1.01036e-04	 1.86190e-04	-9.04514e-06	 3.96236e-04	 3.87191e-04	-1.09972e-04	 4.01846e-04	 2.91874e-04	 1.84166e-05	-5.48102e-05	-3.63936e-05	 8.20547e-05	 7.06597e-05	 1.52714e-04	-4.06827e-06	 1.48037e-04	 1.43968e-04	-3.68525e-05	 1.52809e-04	 1.15956e-04	 1.92145e-04	-3.05507e-05	 1.61594e-04	 1.83162e-04	 9.20780e-05	 2.75240e-04	 4.79440e-06	 1.89662e-04	 1.94456e-04	-1.17263e-04	 2.38390e-04	 1.21127e-04	 4.20746e-07	 1.32688e-05	 1.36896e-05	 1.85726e-05	-1.78685e-05	 7.04085e-07	 2.89337e-06	-1.03923e-05	-7.49898e-06	-1.86128e-05	-3.44256e-05	-5.30384e-05	-3.29574e-05	-3.45699e-06	-3.64144e-05	-7.51275e-06	-4.64731e-06	-1.21601e-05	 6.32582e-06	-1.75779e-05	-1.12521e-05	-1.76739e-06	-1.41417e-05	-1.59090e-05	 1.19727e-05	-1.54733e-05	-3.50063e-06	 2.13956e-05	-2.77654e-05	-6.36977e-06	 4.82044e-06	-9.21658e-06	-4.39613e-06	-1.80083e-05	 1.22481e-05	-5.76019e-06	 6.67897e-06	-8.85100e-06	-2.17203e-06	-1.28011e-05	-1.46767e-05	-2.74777e-05	-7.78609e-06	 1.47748e-06	-6.30860e-06	 3.27599e-06	-3.50021e-06	-2.24217e-07	-4.35273e-05	-4.35363e-05	-8.70636e-05	 5.20537e-06	-1.34684e-05	-8.26305e-06	-1.96065e-06	-1.51442e-06	-3.47507e-06	 4.98073e-05	-1.84569e-05	 3.13504e-05	-5.11655e-05	-6.32104e-05	-1.14376e-04	 4.48953e-06	-4.83047e-06	-3.40935e-07	 1.14306e-06	 2.10357e-06	 3.24663e-06	 2.70581e-07	 1.69023e-05	 1.71729e-05	 8.28433e-06	-1.93981e-05	-1.11138e-05	 1.24414e-06	-1.28965e-05	-1.16524e-05	-9.14993e-06	 1.21584e-06	-7.93409e-06	-6.83832e-06	 1.29621e-05	 6.12378e-06	-2.72636e-07	-1.84170e-05	-1.86897e-05	-8.61564e-06	-8.89431e-06	-1.75099e-05	-1.80852e-06	 6.35488e-06	 4.54637e-06	-1.21213e-05	 2.01560e-05	 8.03466e-06	 1.86427e-05	 5.72463e-05	 7.58890e-05	 2.79101e-06	 1.37507e-06	 4.16608e-06	-2.85209e-05	 7.40286e-06	-2.11181e-05	-4.65260e-05	-8.92843e-06	-5.54544e-05	 1.52902e-05	 5.41890e-05	 6.94793e-05	 1.76692e-06	-1.28093e-06	 4.85986e-07	-3.61736e-06	-1.27792e-05	-1.63966e-05	 5.36686e-06	-2.87128e-05	-2.33459e-05	-5.88418e-06	 8.90117e-06	 3.01698e-06	 5.30530e-07	-1.77739e-06	-1.24686e-06	-3.37847e-06	-2.46802e-06	-5.84649e-06	-4.23751e-06	-6.10031e-06	-1.03378e-05	 1.39793e-06	-7.51879e-07	 6.46052e-07	-6.62137e-07	-8.71790e-07	-1.53393e-06	-3.49596e-06	-4.97469e-06	-8.47065e-06	 5.08699e-06	-1.34103e-05	-8.32326e-06	-9.36076e-06	-2.54977e-06	-1.19105e-05	-2.82243e-06	 2.10565e-06	-7.16781e-07	-2.25093e-06	-4.27103e-06	-6.52195e-06	-1.32191e-05	-3.50081e-06	-1.67199e-05	-9.64327e-06	-9.35382e-06	-1.89971e-05	-7.46103e-07	-3.79496e-06	-4.54106e-06	 1.79370e-07	-4.10352e-06	-3.92415e-06	 6.70650e-06	-1.44934e-05	-7.78695e-06	 1.48223e-05	-8.26744e-06	 6.55483e-06	 3.20261e-06	-2.08098e-06	 1.12164e-06	 1.50711e-06	-1.71410e-06	-2.06993e-07	-9.14501e-08	-2.72254e-07	-3.63704e-07	-6.82636e-06	-8.68809e-07	-7.69517e-06	-1.63088e-05	 1.37915e-06	-1.49296e-05	 9.34507e-07	-3.15077e-06	-2.21626e-06	-1.85605e-06	 1.31160e-06	-5.44443e-07	
      -1.800	-4.29169e-05	-4.16048e-05	-8.45217e-05	 1.12251e-05	 1.23494e-04	 1.34719e-04	 1.07585e-04	 2.02412e-04	 3.09996e-04	 9.12449e-05	 3.02443e-04	 3.93688e-04	 1.23183e-04	-5.60805e-05	 6.71022e-05	 9.12402e-05	 8.39911e-05	 1.75231e-04	-3.31408e-06	 3.60403e-04	 3.57089e-04	-1.05331e-04	 4.01584e-04	 2.96252e-04	 1.03795e-05	-6.59139e-05	-5.55344e-05	 7.12588e-05	 4.64412e-05	 1.17700e-04	 7.52766e-06	 1.30083e-04	 1.37611e-04	-3.38406e-05	 1.47011e-04	 1.13170e-04	 1.59148e-04	-4.16923e-05	 1.17456e-04	 1.60606e-04	 8.20470e-05	 2.42653e-04	 3.27454e-06	 1.79918e-04	 1.83192e-04	-1.15572e-04	 2.40839e-04	 1.25267e-04	 9.47171e-06	 1.75577e-05	 2.70295e-05	 1.71137e-05	-1.52294e-05	 1.88437e-06	 6.59294e-07	-7.27695e-06	-6.61765e-06	-2.34814e-05	-3.49561e-05	-5.84375e-05	-1.58057e-05	 1.61927e-06	-1.41865e-05	-4.83891e-06	-5.92414e-06	-1.07631e-05	 5.92598e-06	-1.50495e-05	-9.12353e-06	-7.69629e-06	-1.95476e-05	-2.72438e-05	 1.22033e-05	-1.43900e-05	-2.18676e-06	 2.09510e-05	-2.44651e-05	-3.51415e-06	 1.83006e-06	-6.01892e-06	-4.18885e-06	-1.81988e-05	 1.14632e-05	-6.73562e-06	 6.54375e-06	-8.92621e-06	-2.38246e-06	-8.27247e-06	-1.58138e-05	-2.40862e-05	-8.46010e-06	 2.04439e-06	-6.41571e-06	 5.93423e-06	-6.15961e-06	-2.25379e-07	-3.42777e-05	-2.84221e-05	-6.26998e-05	 4.56287e-06	-1.39413e-05	-9.37843e-06	-6.11188e-06	-2.63601e-06	-8.74789e-06	 2.39650e-05	-1.69824e-05	 6.98260e-06	-4.32834e-05	-4.78427e-05	-9.11262e-05	 4.45866e-06	-5.46866e-06	-1.01001e-06	 1.79599e-06	-1.50441e-06	 2.91583e-07	 2.09269e-06	 8.01355e-06	 1.01062e-05	 8.19837e-06	-1.60887e-05	-7.89028e-06	 1.14422e-06	-1.28903e-05	-1.17461e-05	-4.63754e-06	-1.34315e-06	-5.98069e-06	-5.14632e-06	 1.00120e-05	 4.86569e-06	-3.12386e-07	-1.74608e-05	-1.77732e-05	-1.18022e-05	-7.83368e-06	-1.96359e-05	-9.01492e-08	 2.79788e-06	 2.70773e-06	-9.65832e-06	 1.62249e-05	 6.56657e-06	 1.73590e-05	 4.96139e-05	 6.69729e-05	 1.84337e-06	 3.01506e-06	 4.85843e-06	-2.67134e-05	 9.11333e-06	-1.76001e-05	-4.30955e-05	-5.84497e-06	-4.89405e-05	 1.51727e-05	 4.79552e-05	 6.31279e-05	 1.99576e-06	-2.30367e-07	 1.76540e-06	-4.77434e-06	-9.27622e-06	-1.40506e-05	 4.20288e-06	-2.53893e-05	-2.11865e-05	-5.56717e-06	 9.11881e-06	 3.55163e-06	 4.55432e-07	-1.38414e-07	 3.17018e-07	-3.02140e-06	-1.19607e-06	-4.21747e-06	-3.15269e-06	-5.20301e-06	-8.35570e-06	 1.06265e-06	 1.40622e-07	 1.20328e-06	 1.62192e-06	-5.15142e-07	 1.10678e-06	-4.15398e-06	-2.63486e-06	-6.78884e-06	 4.65819e-06	-1.23380e-05	-7.67983e-06	-4.85761e-06	 4.95962e-06	 1.02006e-07	-2.98281e-06	 2.72373e-06	-2.59077e-07	-2.07551e-06	-4.12292e-06	-6.19843e-06	-1.10780e-05	-4.72842e-06	-1.58064e-05	-5.51364e-06	-1.36547e-06	-6.87911e-06	 4.74219e-07	-4.20549e-06	-3.73127e-06	 6.56845e-07	-4.80112e-06	-4.14427e-06	 6.34581e-06	-1.42767e-05	-7.93092e-06	 1.18923e-05	-7.20256e-06	 4.68978e-06	 3.17391e-06	-2.10490e-06	 1.06901e-06	 1.95054e-06	-2.25025e-06	-2.99710e-07	 9.54633e-07	-1.66363e-06	-7.08997e-07	-6.43391e-06	-7.19103e-07	-7.15301e-06	-1.29239e-05	-6.95595e-08	-1.29935e-05	 1.83327e-06	-4.16583e-06	-2.33256e-06	-1.24622e-06	 1.33785e-07	-1.11243e-06	
      -1.700	-4.19665e-05	-5.17784e-05	-9.37449e-05	 1.87061e-05	 8.28986e-05	 1.01605e-04	 1.11710e-04	 1.72128e-04	 2.83838e-04	 8.40768e-05	 2.82461e-04	 3.66538e-04	 7.60657e-05	-5.58890e-05	 2.01767e-05	 9.45937e-05	 6.60424e-05	 1.60636e-04	 1.07612e-06	 3.17702e-04	 3.18779e-04	-9.56217e-05	 3.87615e-04	 2.91993e-04	 2.97233e-06	-7.34584e-05	-7.04861e-05	 5.90743e-05	 2.46177e-05	 8.36920e-05	 2.01223e-05	 1.09498e-04	 1.29620e-04	-2.76159e-05	 1.37086e-04	 1.09470e-04	 1.23088e-04	-5.03780e-05	 7.27097e-05	 1.35690e-04	 6.98947e-05	 2.05584e-04	-6.42417e-07	 1.68368e-04	 1.67725e-04	-1.11172e-04	 2.36359e-04	 1.25186e-04	 1.50645e-05	 2.09993e-05	 3.60638e-05	 1.54895e-05	-1.26935e-05	 2.79595e-06	-1.61637e-06	-3.98384e-06	-5.60021e-06	-2.73690e-05	-3.39358e-05	-6.13048e-05	-2.28490e-06	 4.85847e-06	 2.57357e-06	-2.24129e-06	-6.89284e-06	-9.13414e-06	 5.15782e-06	-1.20878e-05	-6.92998e-06	-1.29113e-05	-2.37379e-05	-3.66492e-05	 1.15069e-05	-1.27685e-05	-1.26169e-06	 2.00948e-05	-2.09991e-05	-9.04334e-07	-9.44046e-07	-2.81417e-06	-3.75822e-06	-1.77200e-05	 1.04919e-05	-7.22805e-06	 6.18299e-06	-8.68250e-06	-2.49951e-06	-3.57289e-06	-1.64406e-05	-2.00135e-05	-8.22083e-06	 2.05585e-06	-6.16498e-06	 7.96970e-06	-8.23277e-06	-2.63075e-07	-2.55630e-05	-1.52412e-05	-4.08042e-05	 4.00416e-06	-1.41045e-05	-1.01004e-05	-9.73481e-06	-3.48832e-06	-1.32231e-05	-2.01372e-07	-1.47722e-05	-1.49736e-05	-3.54581e-05	-3.36785e-05	-6.91365e-05	 4.40529e-06	-5.94137e-06	-1.53608e-06	 2.24273e-06	-4.48927e-06	-2.24654e-06	 3.53463e-06	 3.09604e-07	 3.84424e-06	 7.75151e-06	-1.28169e-05	-5.06539e-06	 1.15051e-06	-1.26139e-05	-1.14634e-05	-6.78436e-07	-3.51845e-06	-4.19689e-06	-3.44363e-06	 7.09790e-06	 3.65427e-06	 1.24431e-08	-1.61449e-05	-1.61325e-05	-1.41573e-05	-6.69496e-06	-2.08523e-05	 1.28472e-06	-2.79844e-07	 1.00488e-06	-7.30973e-06	 1.23870e-05	 5.07724e-06	 1.51216e-05	 4.02950e-05	 5.54166e-05	 9.46554e-07	 4.31948e-06	 5.26604e-06	-2.42272e-05	 1.01906e-05	-1.40366e-05	-3.80911e-05	-3.20263e-06	-4.12937e-05	 1.43173e-05	 4.00677e-05	 5.43850e-05	 2.14769e-06	 4.92582e-07	 2.64027e-06	-5.81625e-06	-5.72682e-06	-1.15431e-05	 3.07674e-06	-2.16701e-05	-1.85933e-05	-4.99448e-06	 8.75200e-06	 3.75752e-06	 2.79832e-07	 1.36345e-06	 1.64328e-06	-2.66761e-06	-1.60611e-07	-2.82822e-06	-2.01787e-06	-4.31147e-06	-6.32934e-06	 7.33650e-07	 8.49268e-07	 1.58292e-06	 3.42693e-06	-2.95796e-07	 3.13113e-06	-4.72788e-06	-3.92012e-07	-5.11989e-06	 4.06793e-06	-1.09602e-05	-6.89232e-06	 4.87887e-08	 1.24239e-05	 1.24727e-05	-2.89490e-06	 3.02355e-06	 1.28647e-07	-1.94261e-06	-3.84065e-06	-5.78327e-06	-9.23649e-06	-5.32175e-06	-1.45582e-05	-1.47722e-06	 6.79802e-06	 5.32080e-06	 1.46905e-06	-4.30093e-06	-2.83188e-06	 1.08056e-06	-5.21941e-06	-4.13885e-06	 5.77546e-06	-1.34908e-05	-7.71529e-06	 9.01402e-06	-5.93773e-06	 3.07630e-06	 3.14278e-06	-2.10238e-06	 1.04041e-06	 2.12673e-06	-2.58230e-06	-4.55568e-07	 1.86115e-06	-2.86856e-06	-1.00741e-06	-5.84907e-06	-5.72521e-07	-6.42159e-06	-9.39285e-06	-1.26539e-06	-1.06582e-05	 2.50358e-06	-4.81571e-06	-2.31214e-06	-6.55731e-07	-9.20117e-07	-1.57585e-06	
